"Subscriber_ID","recency","frequency","monetary","r_score","f_score","m_score","total_score","segment"
SUB2029,330,3,3576.83,2,3,2,7,At risk
SUB3288,330,1,13175.28,2,1,3,6,At risk
SUB4938,329,2,15913.3,2,2,3,7,At risk
SUB3609,329,2,9911.29,2,2,3,7,At risk
SUB2107,329,1,13615.5,2,1,3,6,At risk
SUB4340,329,1,2394.86,2,1,1,4,Hibernation
SUB2929,328,1,6349.57,2,1,2,5,Hibernation
SUB2858,328,1,1947.14,2,1,1,4,Hibernation
SUB3916,328,2,23250.51,2,3,4,9,Loyal
SUB3748,328,1,474.38,2,1,1,4,Hibernation
SUB1069,328,1,45.62,2,1,1,4,Hibernation
SUB1207,328,2,7375.82,2,2,2,6,At risk
SUB4657,327,3,17428.7,2,3,4,9,Loyal
SUB1184,327,1,2918.58,2,1,1,4,Hibernation
SUB4536,327,1,413.95,2,1,1,4,Hibernation
SUB4215,327,2,14969.66,2,2,3,7,At risk
SUB4521,326,3,15603.6,2,3,3,8,At risk
SUB4193,326,3,10987.99,2,4,3,9,Loyal
SUB4233,326,4,16766.47,2,4,4,10,Loyal
SUB4812,326,2,11900.12,2,2,3,7,At risk
SUB3550,326,1,546.18,2,1,1,4,Hibernation
SUB1698,326,1,6110.16,2,1,2,5,Hibernation
SUB3626,326,1,3107.28,2,1,1,4,Hibernation
SUB3754,325,2,4269.94,2,2,2,6,At risk
SUB2990,325,3,12191.45,2,3,3,8,At risk
SUB3943,324,3,17450.97,2,3,4,9,Loyal
SUB2417,324,4,10953.05,2,4,3,9,Loyal
SUB2729,324,2,2731816.97,2,3,4,9,Loyal
SUB3574,324,1,1312.95,2,1,1,4,Hibernation
SUB4844,323,4,68959.78,2,4,4,10,Loyal
SUB2242,323,1,1153.4,2,1,1,4,Hibernation
SUB4800,323,1,6119.94,2,1,2,5,Hibernation
SUB1385,323,1,1991.62,2,1,1,4,Hibernation
SUB4330,323,4,31650.4,2,4,4,10,Loyal
SUB2227,323,2,3270.72,2,2,1,5,Hibernation
SUB3026,323,2,5410.94,2,2,2,6,At risk
SUB1444,323,3,3298.44,2,3,1,6,At risk
SUB1152,323,2,16422.42,2,2,4,8,At risk
SUB1264,322,3,19039.31,2,3,4,9,Loyal
SUB4856,322,1,998.93,2,1,1,4,Hibernation
SUB1353,322,2,7010.61,2,2,2,6,At risk
SUB1129,322,1,403526.4,2,1,4,7,At risk
SUB2440,322,2,5000.9,2,2,2,6,At risk
SUB2104,321,2,4030.98,2,2,2,6,At risk
SUB1300,321,1,71.0,2,1,1,4,Hibernation
SUB4741,321,3,24038.61,2,3,4,9,Loyal
SUB1421,321,2,11461.97,2,2,3,7,At risk
SUB2487,321,2,4744.74,2,2,2,6,At risk
SUB3548,320,2,1622.47,2,2,1,5,Hibernation
SUB2706,320,2,16649.39,2,2,4,8,At risk
SUB3987,320,3,11243.73,2,3,3,8,At risk
SUB2814,320,5,7438.96,2,4,2,8,At risk
SUB4094,320,2,4914.5,2,2,2,6,At risk
SUB4644,320,4,9436.08,2,4,3,9,Loyal
SUB3199,320,2,200680.61,2,3,4,9,Loyal
SUB4533,319,3,7966.92,2,3,2,7,At risk
SUB1501,319,2,4057.12,2,2,2,6,At risk
SUB1375,319,2,8649.69,2,2,3,7,At risk
SUB3551,319,2,3493.08,2,2,2,6,At risk
SUB2385,319,2,6385.05,2,2,2,6,At risk
SUB3986,319,5,6925.6,2,4,2,8,At risk
SUB1107,319,1,1291.23,2,1,1,4,Hibernation
SUB1253,319,1,29.83,2,1,1,4,Hibernation
SUB4502,319,1,7416.6,2,1,2,5,Hibernation
SUB2581,318,1,11170.0,2,1,3,6,At risk
SUB1677,318,2,2617.52,2,2,1,5,Hibernation
SUB1098,318,4,11763.02,2,4,3,9,Loyal
SUB2553,318,5,25382.54,2,4,4,10,Loyal
SUB4877,318,3,2956.0,2,3,1,6,At risk
SUB3791,318,3,6677.69,2,3,2,7,At risk
SUB4944,318,1,7996.87,2,1,2,5,Hibernation
SUB1440,318,1,10785.24,2,1,3,6,At risk
SUB1310,318,2,4538.33,2,2,2,6,At risk
SUB2400,317,2,17846.21,2,3,4,9,Loyal
SUB1123,317,2,7549.51,2,2,2,6,At risk
SUB1291,317,3,13740.51,2,3,3,8,At risk
SUB1866,317,4,19692.5,2,4,4,10,Loyal
SUB1104,317,4,3871068.03,2,4,4,10,Loyal
SUB4378,317,2,6041.56,2,2,2,6,At risk
SUB3601,317,2,1226.75,2,2,1,5,Hibernation
SUB2711,317,2,8659.29,2,2,3,7,At risk
SUB2006,317,3,9783.31,2,3,3,8,At risk
SUB1080,316,1,7030.14,2,1,2,5,Hibernation
SUB4947,316,1,14480.23,2,1,3,6,At risk
SUB2777,316,3,10734.43,2,3,3,8,At risk
SUB1790,316,4,14539.67,2,4,3,9,Loyal
SUB4412,316,2,3627.78,2,2,2,6,At risk
SUB3669,316,4,17965.59,2,4,4,10,Loyal
SUB2302,316,4,22118.22,2,4,4,10,Loyal
SUB1630,316,4,24667.56,2,4,4,10,Loyal
SUB3478,316,1,3311.65,2,1,1,4,Hibernation
SUB4285,316,1,2610.83,2,1,1,4,Hibernation
SUB2996,315,2,924712.94,2,3,4,9,Loyal
SUB3792,315,3,4367.96,2,3,2,7,At risk
SUB1220,315,2,8286.71,2,2,2,6,At risk
SUB4976,315,6,15212.52,2,4,3,9,Loyal
SUB3516,315,4,8310.19,2,4,2,8,At risk
SUB1374,314,1,1103.62,2,1,1,4,Hibernation
SUB1637,314,5,22108.65,2,4,4,10,Loyal
SUB4908,314,2,3685.67,2,2,2,6,At risk
SUB1357,314,4,23430.22,2,4,4,10,Loyal
SUB2357,314,1,2645.44,2,1,1,4,Hibernation
SUB4574,314,3,4444.9,2,3,2,7,At risk
SUB3990,314,3,16223.54,2,4,4,10,Loyal
SUB4537,313,3,18332.24,2,3,4,9,Loyal
SUB1865,313,1,4924.73,2,1,2,5,Hibernation
SUB4653,313,3,7257.63,2,4,2,8,At risk
SUB3428,313,2,83550.87,2,3,4,9,Loyal
SUB1915,313,2,9625.61,2,2,3,7,At risk
SUB3767,313,2,2396.94,2,2,1,5,Hibernation
SUB3405,313,2,11111.09,2,2,3,7,At risk
SUB1449,313,1,3682.03,2,1,2,5,Hibernation
SUB3956,312,3,17101.49,2,4,4,10,Loyal
SUB2370,312,3,12729.96,2,3,3,8,At risk
SUB3442,312,3,10813.35,2,3,3,8,At risk
SUB1339,312,2,240.73,2,1,1,4,Hibernation
SUB3012,312,3,37632.21,2,3,4,9,Loyal
SUB1462,312,2,3560.23,2,2,2,6,At risk
SUB4257,312,1,13743.72,2,1,3,6,At risk
SUB2279,312,2,7829.41,2,2,2,6,At risk
SUB1838,312,4,20832.25,2,4,4,10,Loyal
SUB3784,311,2,12021.65,2,2,3,7,At risk
SUB2160,311,2,7273.01,2,2,2,6,At risk
SUB3621,311,3,9904.28,2,3,3,8,At risk
SUB4613,311,2,17387.28,2,3,4,9,Loyal
SUB3089,311,1,216.34,2,1,1,4,Hibernation
SUB3015,311,2,923.8,2,2,1,5,Hibernation
SUB3939,311,5,17993.53,2,4,4,10,Loyal
SUB2964,311,2,23145.04,2,3,4,9,Loyal
SUB3080,310,3,11510.65,2,3,3,8,At risk
SUB2983,310,1,729.43,2,1,1,4,Hibernation
SUB3022,310,2,7519.61,2,2,2,6,At risk
SUB3047,310,2,9347.01,2,2,3,7,At risk
SUB3023,309,2,681.35,2,2,1,5,Hibernation
SUB2568,309,3,5798.87,2,3,2,7,At risk
SUB2200,309,2,10876.3,2,2,3,7,At risk
SUB1451,309,3,21910.09,2,3,4,9,Loyal
SUB3795,309,5,10636.67,2,4,3,9,Loyal
SUB3513,309,2,14065.39,2,2,3,7,At risk
SUB3514,308,3,16081.8,2,3,3,8,At risk
SUB1495,308,2,3006.63,2,2,1,5,Hibernation
SUB3540,308,2,9386.34,2,2,3,7,At risk
SUB4747,308,2,6804.75,2,2,2,6,At risk
SUB4631,308,1,1561.82,2,1,1,4,Hibernation
SUB2604,308,3,9918.52,2,3,3,8,At risk
SUB3663,307,2,7456.49,2,2,2,6,At risk
SUB2636,307,3,25171.28,2,3,4,9,Loyal
SUB4492,306,3,5079.04,2,3,2,7,At risk
SUB3713,306,3,13630.27,2,3,3,8,At risk
SUB4016,306,3,13175.45,2,3,3,8,At risk
SUB4621,306,7,12990.57,2,4,3,9,Loyal
SUB1333,306,2,15133.67,2,2,3,7,At risk
SUB2244,306,1,492.62,2,1,1,4,Hibernation
SUB3381,306,5,12226.11,2,4,3,9,Loyal
SUB4130,306,1,347.59,2,1,1,4,Hibernation
SUB1926,306,4,9773.99,2,4,3,9,Loyal
SUB1648,306,6,129580.57,2,4,4,10,Loyal
SUB1770,306,4,6841.37,2,4,2,8,At risk
SUB1146,306,2,2585.15,2,2,1,5,Hibernation
SUB3011,305,4,13267.12,2,4,3,9,Loyal
SUB4513,305,3,16209.21,2,4,4,10,Loyal
SUB1820,305,2,8581.57,2,2,3,7,At risk
SUB4170,305,1,2877.73,2,1,1,4,Hibernation
SUB1041,305,1,6901.07,2,1,2,5,Hibernation
SUB3725,305,1,119.24,2,1,1,4,Hibernation
SUB3429,305,2,9256.38,2,2,3,7,At risk
SUB1321,305,2,4086.84,2,2,2,6,At risk
SUB3196,304,2,10533.7,2,2,3,7,At risk
SUB2617,304,3,1870191.26,2,3,4,9,Loyal
SUB2967,304,3,5339.21,2,3,2,7,At risk
SUB1504,304,2,10402.85,2,2,3,7,At risk
SUB2993,304,1,2138.72,2,1,1,4,Hibernation
SUB2997,304,1,1915.42,2,1,1,4,Hibernation
SUB4230,304,3,799931.65,2,3,4,9,Loyal
SUB4508,304,2,11302.86,2,2,3,7,At risk
SUB3563,304,1,5236.6,2,1,2,5,Hibernation
SUB1953,303,3,1955.18,2,3,1,6,At risk
SUB1521,303,3,16920.65,2,4,4,10,Loyal
SUB4252,303,3,15933.59,2,3,3,8,At risk
SUB1372,303,4,14064.59,2,4,3,9,Loyal
SUB2204,303,3,14240.73,2,3,3,8,At risk
SUB4901,303,2,8274.6,2,2,2,6,At risk
SUB3509,303,1,1020.0,2,1,1,4,Hibernation
SUB1233,303,1,1471.42,2,1,1,4,Hibernation
SUB2109,303,2,1868.55,2,2,1,5,Hibernation
SUB1201,302,2,10700.05,2,2,3,7,At risk
SUB4338,302,2,17717.29,2,3,4,9,Loyal
SUB4663,302,2,2785.74,2,2,1,5,Hibernation
SUB2969,302,1,5294.94,2,1,2,5,Hibernation
SUB2237,302,2,15472.37,2,2,3,7,At risk
SUB3092,302,2,2284.41,2,2,1,5,Hibernation
SUB4577,301,5,9552.41,2,4,3,9,Loyal
SUB3957,301,3,24480.14,2,3,4,9,Loyal
SUB1095,301,1,7996.56,2,1,2,5,Hibernation
SUB2868,301,1,1629.2,2,1,1,4,Hibernation
SUB4526,301,2,1288.46,2,2,1,5,Hibernation
SUB1423,301,3,8574.28,2,4,3,9,Loyal
SUB3835,301,4,13438.17,2,4,3,9,Loyal
SUB1279,301,2,6431.93,2,2,2,6,At risk
SUB1562,301,1,518.97,2,1,1,4,Hibernation
SUB3906,301,1,237.08,2,1,1,4,Hibernation
SUB4529,300,3,14624.99,2,3,3,8,At risk
SUB2241,300,1,5009.44,2,1,2,5,Hibernation
SUB2291,300,3,3915.78,2,3,2,7,At risk
SUB4437,300,2,5201.9,2,2,2,6,At risk
SUB3158,300,1,353.89,2,1,1,4,Hibernation
SUB2904,300,6,8930.59,2,4,3,9,Loyal
SUB3401,300,1,11798.14,2,1,3,6,At risk
SUB2170,300,3,540724.08,2,4,4,10,Loyal
SUB4070,300,3,2936.31,2,3,1,6,At risk
SUB2495,300,5,6403.94,2,4,2,8,At risk
SUB4264,299,2,6111.16,2,2,2,6,At risk
SUB2113,299,2,1831.2,2,2,1,5,Hibernation
SUB2183,299,3,15412.39,2,3,3,8,At risk
SUB2605,299,7,33949.35,2,4,4,10,Loyal
SUB1347,299,1,5950.62,2,1,2,5,Hibernation
SUB3993,299,3,16161.03,2,3,3,8,At risk
SUB4941,299,4,18963.09,2,4,4,10,Loyal
SUB1742,299,4,27843.82,2,4,4,10,Loyal
SUB2488,299,3,24460.0,2,3,4,9,Loyal
SUB2111,299,3,3302.63,2,3,1,6,At risk
SUB3643,298,5,9420.65,2,4,3,9,Loyal
SUB1687,298,4,8547.31,2,4,3,9,Loyal
SUB2217,298,5,12265.13,2,4,3,9,Loyal
SUB2623,298,4,16221.3,2,4,4,10,Loyal
SUB4222,298,2,5198.7,2,2,2,6,At risk
SUB4373,298,1,2754.04,2,1,1,4,Hibernation
SUB2206,298,2,12359.68,2,2,3,7,At risk
SUB3419,298,1,652.33,2,1,1,4,Hibernation
SUB1403,298,5,12833.89,2,4,3,9,Loyal
SUB3533,297,1,14814.72,2,1,3,6,At risk
SUB3689,297,3,8745.46,2,3,3,8,At risk
SUB3789,297,2,6208.46,2,2,2,6,At risk
SUB2533,297,2,2099706.15,2,3,4,9,Loyal
SUB1933,297,4,18771.36,2,4,4,10,Loyal
SUB1623,297,4,5342.99,2,4,2,8,At risk
SUB4248,297,2,2683.42,2,2,1,5,Hibernation
SUB3517,297,2,3476.28,2,2,2,6,At risk
SUB3600,297,1,10859.84,2,1,3,6,At risk
SUB1957,297,1,5749.62,2,1,2,5,Hibernation
SUB4817,297,4,2004150.83,2,4,4,10,Loyal
SUB4315,297,1,1723.72,2,1,1,4,Hibernation
SUB3750,296,1,50.94,2,1,1,4,Hibernation
SUB4980,296,3,10764.5,2,3,3,8,At risk
SUB4639,296,4,12683.64,2,4,3,9,Loyal
SUB3159,296,2,17874.14,2,3,4,9,Loyal
SUB3293,296,5,22609.93,2,4,4,10,Loyal
SUB3820,295,1,2725.69,2,1,1,4,Hibernation
SUB3174,295,2,9527.68,2,2,3,7,At risk
SUB4452,295,5,17166.26,2,4,4,10,Loyal
SUB4224,295,2,1656.75,2,2,1,5,Hibernation
SUB4619,295,3,2623.69,2,3,1,6,At risk
SUB2348,295,4,5078.52,2,4,2,8,At risk
SUB1389,294,2,265.55,2,1,1,4,Hibernation
SUB3038,294,2,10857.65,2,2,3,7,At risk
SUB2066,294,3,10226.5,2,3,3,8,At risk
SUB3221,293,3,882372.59,2,3,4,9,Loyal
SUB1939,293,2,11059.31,2,2,3,7,At risk
SUB3650,293,6,338271.44,2,4,4,10,Loyal
SUB1588,293,2,7697.19,2,2,2,6,At risk
SUB3824,293,2,1326.03,2,2,1,5,Hibernation
SUB3030,293,1,752.45,2,1,1,4,Hibernation
SUB3110,293,1,6915.47,2,1,2,5,Hibernation
SUB4486,293,1,10509.79,2,1,3,6,At risk
SUB3114,293,3,9719.93,2,3,3,8,At risk
SUB4204,293,2,1212.23,2,2,1,5,Hibernation
SUB2012,293,1,1456.42,2,1,1,4,Hibernation
SUB1314,292,1,5660.3,2,1,2,5,Hibernation
SUB3132,292,2,11628.94,2,2,3,7,At risk
SUB1066,292,1,4095.96,2,1,2,5,Hibernation
SUB3005,292,5,6077.9,2,4,2,8,At risk
SUB2901,292,2,8660.78,2,2,3,7,At risk
SUB2736,292,3,8111.49,2,3,2,7,At risk
SUB2857,292,5,30850.23,2,4,4,10,Loyal
SUB3348,292,6,21502.66,2,4,4,10,Loyal
SUB4481,292,3,11294.28,2,3,3,8,At risk
SUB2844,292,2,3319.07,2,2,1,5,Hibernation
SUB2341,292,2,2296.64,2,2,1,5,Hibernation
SUB4588,291,2,12858.63,2,2,3,7,At risk
SUB1574,291,2,5254.85,2,2,2,6,At risk
SUB2822,291,6,6688.72,2,4,2,8,At risk
SUB4314,291,3,4442.05,2,3,2,7,At risk
SUB2962,291,2,11248.34,2,2,3,7,At risk
SUB3881,291,3,10577.6,2,3,3,8,At risk
SUB4093,291,1,23196.92,2,1,4,7,At risk
SUB4873,291,2,1076.95,2,2,1,5,Hibernation
SUB3647,290,4,20752.06,2,4,4,10,Loyal
SUB4708,290,2,7865.98,2,2,2,6,At risk
SUB2930,290,2,9258.66,2,2,3,7,At risk
SUB2373,290,2,10542.82,2,2,3,7,At risk
SUB4046,290,4,15073.48,2,4,3,9,Loyal
SUB1032,290,2,9698.75,2,2,3,7,At risk
SUB1267,290,3,7600.54,2,3,2,7,At risk
SUB3963,290,2,14008.37,2,2,3,7,At risk
SUB2840,290,5,40306.38,2,4,4,10,Loyal
SUB2697,290,2,5098.3,2,2,2,6,At risk
SUB1948,290,2,17460.77,2,3,4,9,Loyal
SUB2086,289,2,3861.24,2,2,2,6,At risk
SUB4900,289,2,1779.78,2,2,1,5,Hibernation
SUB2328,289,2,1999.51,2,2,1,5,Hibernation
SUB3454,288,2,7049.75,2,2,2,6,At risk
SUB3129,288,2,2712.56,2,2,1,5,Hibernation
SUB4872,288,1,7118.08,2,1,2,5,Hibernation
SUB3270,288,1,22.39,2,1,1,4,Hibernation
SUB2762,288,3,14864.23,2,3,3,8,At risk
SUB2225,288,2,10743.02,2,2,3,7,At risk
SUB3255,287,3,8908.67,2,3,3,8,At risk
SUB3665,287,1,3392514.97,2,1,4,7,At risk
SUB2564,287,2,771.84,2,2,1,5,Hibernation
SUB4506,287,4,15157.31,2,4,3,9,Loyal
SUB4125,287,2,3446.14,2,2,2,6,At risk
SUB4243,286,4,7759.64,2,4,2,8,At risk
SUB1618,286,5,27757.31,2,4,4,10,Loyal
SUB4728,286,2,17198.4,2,3,4,9,Loyal
SUB3499,286,3,1467.89,2,3,1,6,At risk
SUB3154,286,4,5137.54,2,4,2,8,At risk
SUB4734,286,2,17655.54,2,3,4,9,Loyal
SUB1810,286,3,3972.52,2,3,2,7,At risk
SUB3771,286,3,1708391.76,2,3,4,9,Loyal
SUB4414,286,2,17924.21,2,3,4,9,Loyal
SUB1118,286,3,5291.05,2,3,2,7,At risk
SUB2007,286,1,415.49,2,1,1,4,Hibernation
SUB2119,286,3,5741.55,2,3,2,7,At risk
SUB2126,285,4,43039.35,2,4,4,10,Loyal
SUB4801,285,3,9878.61,2,3,3,8,At risk
SUB1622,285,2,4909.05,2,2,2,6,At risk
SUB1956,285,3,6103.44,2,3,2,7,At risk
SUB4596,285,1,5847.8,2,1,2,5,Hibernation
SUB4357,285,2,2036.86,2,2,1,5,Hibernation
SUB4682,285,4,2198.57,2,4,1,7,At risk
SUB3783,285,5,8352.11,2,4,2,8,At risk
SUB4936,284,2,11333.76,2,2,3,7,At risk
SUB3777,284,2,14407.48,2,2,3,7,At risk
SUB1715,284,2,12166.3,2,2,3,7,At risk
SUB4358,284,2,2038.17,2,2,1,5,Hibernation
SUB4512,284,3,3325.65,2,4,1,7,At risk
SUB1581,283,2,12917.5,2,2,3,7,At risk
SUB4044,283,2,14467.57,2,2,3,7,At risk
SUB1560,283,3,7601.38,2,3,2,7,At risk
SUB2338,282,2,4224.46,2,2,2,6,At risk
SUB1553,282,1,59.61,2,1,1,4,Hibernation
SUB2748,282,4,9397.34,2,4,3,9,Loyal
SUB1964,282,2,11483.47,2,2,3,7,At risk
SUB4903,282,1,5510.16,2,1,2,5,Hibernation
SUB2624,282,1,1582.49,2,1,1,4,Hibernation
SUB4106,282,1,1589.11,2,1,1,4,Hibernation
SUB3262,282,1,1081.25,2,1,1,4,Hibernation
SUB1916,282,2,3168.4,2,2,1,5,Hibernation
SUB3487,281,2,4656.51,2,2,2,6,At risk
SUB1167,281,3,9214.99,2,3,3,8,At risk
SUB3075,281,2,7380.29,2,2,2,6,At risk
SUB3923,281,4,13129.91,2,4,3,9,Loyal
SUB4366,281,2,2302.86,2,2,1,5,Hibernation
SUB3816,281,4,18271.2,2,4,4,10,Loyal
SUB3201,281,4,17803.36,2,4,4,10,Loyal
SUB3857,281,3,10028.17,2,3,3,8,At risk
SUB4605,281,2,4630.93,2,2,2,6,At risk
SUB2613,281,1,2525.33,2,1,1,4,Hibernation
SUB4047,280,2,9481.74,2,2,3,7,At risk
SUB1644,280,3,42464.34,2,3,4,9,Loyal
SUB2673,280,5,17759.85,2,4,4,10,Loyal
SUB1904,280,2,2488.05,2,2,1,5,Hibernation
SUB3960,280,2,18244.97,2,3,4,9,Loyal
SUB4580,280,1,815205.07,2,1,4,7,At risk
SUB3006,280,4,61978.08,2,4,4,10,Loyal
SUB2921,280,1,2215.71,2,1,1,4,Hibernation
SUB1158,280,3,10445.55,2,3,3,8,At risk
SUB2074,279,1,100.17,2,1,1,4,Hibernation
SUB1531,279,1,2638.19,2,1,1,4,Hibernation
SUB1706,279,6,36239.92,2,4,4,10,Loyal
SUB2619,279,3,8094.45,2,3,2,7,At risk
SUB4607,279,2,7740.32,2,2,2,6,At risk
SUB2847,279,3,15651.17,2,3,3,8,At risk
SUB2874,278,1,5614.76,2,1,2,5,Hibernation
SUB4381,278,2,16939.12,2,3,4,9,Loyal
SUB2705,278,3,14956.32,2,3,3,8,At risk
SUB3931,278,3,11901.78,2,3,3,8,At risk
SUB4196,278,3,17258.34,2,3,4,9,Loyal
SUB1336,277,2,8451.21,2,2,2,6,At risk
SUB1021,277,3,17322.02,2,3,4,9,Loyal
SUB1900,277,2,3308.85,2,2,1,5,Hibernation
SUB4782,277,3,17764.1,2,3,4,9,Loyal
SUB3349,277,7,22793.69,2,4,4,10,Loyal
SUB3542,277,3,10910.48,2,4,3,9,Loyal
SUB2182,277,3,8355.54,2,3,2,7,At risk
SUB1047,276,2,5552.99,2,2,2,6,At risk
SUB2679,276,5,20614.25,2,4,4,10,Loyal
SUB4122,276,1,1826.87,2,1,1,4,Hibernation
SUB3810,276,3,6770.44,2,3,2,7,At risk
SUB2460,275,2,19741.3,2,3,4,9,Loyal
SUB3056,275,1,7098.21,2,1,2,5,Hibernation
SUB4095,275,2,3159.94,2,2,1,5,Hibernation
SUB2500,275,1,368.83,2,1,1,4,Hibernation
SUB2516,275,3,17936.84,2,3,4,9,Loyal
SUB2855,275,2,8370.05,2,2,2,6,At risk
SUB2573,274,6,21710.82,2,4,4,10,Loyal
SUB1378,274,2,9928.29,2,2,3,7,At risk
SUB2220,274,2,194695.5,2,3,4,9,Loyal
SUB4289,274,3,206993.44,2,3,4,9,Loyal
SUB2584,274,4,117049.48,2,4,4,10,Loyal
SUB1320,274,4,160170.8,2,4,4,10,Loyal
SUB4155,274,2,10937.15,2,2,3,7,At risk
SUB1208,274,2,3849.63,2,2,2,6,At risk
SUB2271,273,4,8600.51,2,4,3,9,Loyal
SUB2141,273,4,8503.69,2,4,3,9,Loyal
SUB4005,273,3,9451.65,2,3,3,8,At risk
SUB4109,273,4,12883.1,2,4,3,9,Loyal
SUB4074,273,3,9790.75,2,3,3,8,At risk
SUB1507,273,1,5236.84,2,1,2,5,Hibernation
SUB1285,273,2,3587.19,2,2,2,6,At risk
SUB4515,273,2,4070.55,2,2,2,6,At risk
SUB4015,273,5,14816.2,2,4,3,9,Loyal
SUB2816,273,4,6179.72,2,4,2,8,At risk
SUB2372,272,6,25969.97,2,4,4,10,Loyal
SUB4413,272,2,528.24,2,2,1,5,Hibernation
SUB4407,272,2,9358.59,2,2,3,7,At risk
SUB1305,272,3,7561.74,2,3,2,7,At risk
SUB2395,272,1,6964.85,2,1,2,5,Hibernation
SUB3263,272,2,7088.43,2,2,2,6,At risk
SUB3415,271,4,972625.12,2,4,4,10,Loyal
SUB4031,271,2,1677.36,2,2,1,5,Hibernation
SUB1842,271,4,3602.46,2,4,2,8,At risk
SUB3276,271,2,1086.7,2,2,1,5,Hibernation
SUB4917,271,2,1058.63,2,2,1,5,Hibernation
SUB4881,271,1,676.4,2,1,1,4,Hibernation
SUB1108,271,3,7870.61,2,3,2,7,At risk
SUB3545,271,2,5664.65,2,2,2,6,At risk
SUB3256,271,2,17128.31,2,3,4,9,Loyal
SUB1985,271,3,9666.43,2,3,3,8,At risk
SUB1792,271,3,5101.88,2,3,2,7,At risk
SUB3870,271,1,140.14,2,1,1,4,Hibernation
SUB4025,270,1,3134.41,2,1,1,4,Hibernation
SUB3222,270,2,3167.43,2,2,1,5,Hibernation
SUB1065,270,2,3124.21,2,2,1,5,Hibernation
SUB4195,270,5,18677.81,2,4,4,10,Loyal
SUB3582,270,1,6137.04,2,1,2,5,Hibernation
SUB2549,270,3,1220.39,2,3,1,6,At risk
SUB2355,270,2,1862.09,2,2,1,5,Hibernation
SUB2289,270,3,14064.79,2,3,3,8,At risk
SUB4600,270,2,286276.13,2,3,4,9,Loyal
SUB2180,269,5,14356.35,2,4,3,9,Loyal
SUB4341,269,3,14892.17,2,3,3,8,At risk
SUB1619,269,2,2115.35,2,2,1,5,Hibernation
SUB4666,269,3,2572.25,2,3,1,6,At risk
SUB3070,269,2,19590.19,2,3,4,9,Loyal
SUB3624,269,2,7032.37,2,2,2,6,At risk
SUB2266,269,3,2784.13,2,3,1,6,At risk
SUB2483,269,1,6854.58,2,1,2,5,Hibernation
SUB4319,268,4,9885.21,2,4,3,9,Loyal
SUB4359,268,1,3601.66,2,1,2,5,Hibernation
SUB4966,268,2,1927.87,2,2,1,5,Hibernation
SUB1365,268,2,6120.11,2,2,2,6,At risk
SUB4001,268,2,777261.7,2,3,4,9,Loyal
SUB1535,268,4,20511.78,2,4,4,10,Loyal
SUB1655,268,4,12871.79,2,4,3,9,Loyal
SUB4659,268,3,280248.08,2,3,4,9,Loyal
SUB3278,268,1,4255.61,2,1,2,5,Hibernation
SUB4555,268,2,10906.19,2,2,3,7,At risk
SUB2740,268,3,18588.48,2,3,4,9,Loyal
SUB2276,267,3,10105.85,2,3,3,8,At risk
SUB2832,267,2,14910.48,2,2,3,7,At risk
SUB2887,267,3,4842.43,2,4,2,8,At risk
SUB2893,267,2,6535.62,2,2,2,6,At risk
SUB3277,267,3,8034.84,2,3,2,7,At risk
SUB2465,267,6,20329.86,2,4,4,10,Loyal
SUB3186,267,1,2440.57,2,1,1,4,Hibernation
SUB2016,267,3,12998.22,2,3,3,8,At risk
SUB2128,267,2,3259.37,2,2,1,5,Hibernation
SUB4891,267,3,11720.07,2,3,3,8,At risk
SUB1570,267,6,31142.14,2,4,4,10,Loyal
SUB4303,267,3,22517.38,2,3,4,9,Loyal
SUB4832,267,2,4579.5,2,2,2,6,At risk
SUB2345,266,3,17894.79,2,3,4,9,Loyal
SUB2879,266,3,5851.1,2,3,2,7,At risk
SUB3236,265,2,5894.69,2,2,2,6,At risk
SUB3797,265,3,409994.49,2,4,4,10,Loyal
SUB1895,265,2,23102.32,2,3,4,9,Loyal
SUB2136,265,2,2352.79,2,2,1,5,Hibernation
SUB3475,265,3,11514.28,2,3,3,8,At risk
SUB2761,265,2,5698.72,2,2,2,6,At risk
SUB2527,264,2,13219.41,2,2,3,7,At risk
SUB4362,264,3,15707.65,2,3,3,8,At risk
SUB1463,264,3,5292.46,2,3,2,7,At risk
SUB3044,264,3,13025.66,2,3,3,8,At risk
SUB1713,264,3,12714.72,2,3,3,8,At risk
SUB1894,264,4,21397.48,2,4,4,10,Loyal
SUB4686,264,3,26422.58,2,3,4,9,Loyal
SUB1506,263,1,9035.89,2,1,3,6,At risk
SUB1218,263,1,87.22,2,1,1,4,Hibernation
SUB4422,263,2,543380.07,2,3,4,9,Loyal
SUB1063,263,4,8314.05,2,4,2,8,At risk
SUB4602,263,2,830.57,2,2,1,5,Hibernation
SUB4518,263,2,8587.96,2,2,3,7,At risk
SUB2902,262,4,6397.66,2,4,2,8,At risk
SUB3451,262,2,17205.3,2,3,4,9,Loyal
SUB1999,262,1,17532.51,2,1,4,7,At risk
SUB2166,262,2,5495.86,2,2,2,6,At risk
SUB1217,262,2,16737.88,2,2,4,8,At risk
SUB4041,262,7,29321.21,2,4,4,10,Loyal
SUB2915,262,1,1828.74,2,1,1,4,Hibernation
SUB1309,262,3,18516.63,2,3,4,9,Loyal
SUB2768,261,2,431367.8,2,3,4,9,Loyal
