"Txn_ID","Subscriber_ID","Activation_Date","City","Province","Package_Type","Package_Name","Usage_GB","Package_Price","Discount_Pct","Recharge_Amount","Network_Cost","Channel","Payment_Method","Tenure_Days","NPS_Score","Target_ARPU","Profit","Segmen_NPS","ARPU_Gap","ARPU_Category"
TEL-004963,SUB3339,2023-11-12 00:00:00.000,Surabaya,Jawa Timur,Combo,Package_86,2,719.86,0.5,719.86,668.11,Online,Cash,102,60,33956,51.75,Bagus,-33236.14,N
TEL-004964,SUB4177,2025-08-27 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_58,3,831.54,0.75,623.65,781.93,Dealer,Transfer,28,61,96218,-158.27999999999997,Bagus,-95594.35,N
TEL-004965,SUB2051,2024-05-26 00:00:00.000,Yogyakarta,DIY,Combo,Package_65,10,854.5,0.75,2136.25,2098.57,Retail,Transfer,40,17,68893,37.679999999999836,Buruk,-66756.75,N
TEL-004966,Anon,2025-04-04 00:00:00.000,Surabaya,Jawa Timur,Voice,Package_53,18,974.91,0.2,14038.7,16633.75,Dealer,Transfer,110,43,136043,-2595.0499999999993,Bagus,-122004.3,N
TEL-004967,SUB1624,2025-06-07 00:00:00.000,Surabaya,Jawa Timur,Combo,Package_91,15,653.84,0.1,8826.84,9695.53,Retail,Transfer,1,41,143728,-868.6900000000005,Bagus,-134901.16,N
TEL-004968,SUB1392,2024-11-21 00:00:00.000,Yogyakarta,DIY,Data,Package_31,17,761.97,0.05,12305.82,10318.79,Retail,Ewallet,69,45,80353,1987.0299999999988,Bagus,-68047.18,N
TEL-004969,SUB2573,2024-08-25 00:00:00.000,Bandung,Jawa Barat,Data,Package_20,2,608.92,0.0,1217.84,797.0,Dealer,Ewallet,16,52,99227,420.8399999999999,Bagus,-98009.16,N
TEL-004970,SUB4009,2024-06-06 00:00:00.000,Bandung,Jawa Barat,Data,Package_88,12,588.83,0.75,2432.08,2196.85,Online,Transfer,33,7,60472,235.23000000000002,Buruk,-58039.92,N
TEL-004815,SUB4289,2024-02-02 00:00:00.000,Surabaya,Jawa Timur,Voice,Package_62,485,838.27,0.5,203280.48,208119.14,Dealer,Ewallet,76,20,193161,-4838.6600000000035,Buruk,10119.48000000001,Y
TEL-004972,Anon,2025-03-17 00:00:00.000,Bandung,Jawa Barat,Data,Package_67,19,638.08,0.2,9698.82,10926.49,Dealer,Ewallet,6,87,87678,-1227.67,Bagus Sekali,-77979.18,N
TEL-004973,SUB1628,2025-06-19 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_54,9,290.17,0.75,652.88,594.9,Dealer,Ewallet,52,11,58294,57.98000000000002,Buruk,-57641.12,N
TEL-004974,SUB2414,2024-08-24 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_27,1,330.35,0.75,82.59,80.06,Retail,Cash,104,117,173885,2.530000000000001,Bagus Sekali,-173802.41,N
TEL-004975,SUB1671,2024-04-06 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_92,13,102.84,0.05,1270.07,1475.25,Online,Ewallet,56,72,168329,-205.18000000000006,Bagus,-167058.93,N
TEL-004976,Anon,2025-01-14 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_84,10,650.67,0.0,6506.7,6367.4,Dealer,Cash,5,30,140339,139.30000000000018,Buruk,-133832.3,N
TEL-004977,SUB2670,2025-03-13 00:00:00.000,Bandung,Jawa Barat,Voice,Package_72,18,277.22,0.15,4241.47,4095.33,Retail,Transfer,21,61,77778,146.14000000000033,Bagus,-73536.53,N
TEL-004978,SUB3028,2025-08-19 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_93,17,167.17,0.05,2699.8,1939.1,Dealer,Cash,79,73,145183,760.7000000000003,Bagus,-142483.2,N
TEL-004979,SUB4990,2024-10-29 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_16,4,947.8,0.95,189.56,176.23,Online,Transfer,117,11,126037,13.330000000000013,Buruk,-125847.44,N
TEL-004980,SUB3689,2025-03-10 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_91,12,85.18,0.0,1022.16,1015.72,Retail,Ewallet,75,-17,93635,6.439999999999941,Buruk,-92612.84,N
TEL-004981,SUB4651,2025-02-02 00:00:00.000,Bandung,Jawa Barat,Voice,Package_76,4,25.77,0.1,92.77,74.49,Retail,Transfer,117,72,184506,18.28,Bagus,-184413.23,N
TEL-004982,SUB4648,2025-06-22 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_57,4,490.18,0.95,98.04,76.4,Dealer,Transfer,4,24,29155,21.64,Buruk,-29056.96,N
TEL-004983,SUB2379,2024-07-03 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_8,14,811.97,0.75,2841.89,3592.64,Dealer,Ewallet,53,106,136347,-750.75,Bagus Sekali,-133505.11,N
TEL-004984,SUB2682,2023-09-22 00:00:00.000,Yogyakarta,DIY,Data,Package_81,8,307.74,0.1,2215.73,2748.17,Dealer,Ewallet,108,31,179763,-532.44,Buruk,-177547.27,N
TEL-004985,SUB1893,2024-02-03 00:00:00.000,Surabaya,Jawa Timur,Combo,Package_85,15,474.04,0.15,6044.01,3537.61,Online,Ewallet,12,95,171506,2506.4,Bagus Sekali,-165461.99,N
TEL-004986,SUB3578,2024-09-23 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_100,12,136.29,0.1,1471.93,1549.14,Dealer,Ewallet,20,35,149942,-77.21000000000004,Buruk,-148470.07,N
TEL-004987,SUB2892,2023-09-17 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_82,19,332.69,0.0,6321.11,7061.02,Dealer,Ewallet,107,32,112561,-739.9100000000008,Buruk,-106239.89,N
TEL-004988,SUB4249,2023-10-31 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_45,1,356.45,0.05,338.63,412.31,Dealer,Cash,103,70,27180,-73.68,Bagus,-26841.37,N
TEL-004989,Anon,2025-05-25 00:00:00.000,Surabaya,Jawa Timur,Data,Package_6,1,542.88,0.05,515.74,565.59,Online,Transfer,51,84,24259,-49.85000000000002,Bagus Sekali,-23743.26,N
TEL-004990,SUB2971,2025-07-25 00:00:00.000,Bandung,Jawa Barat,Voice,Package_2,16,45.24,0.5,361.92,321.3,Retail,Ewallet,76,-8,49064,40.620000000000005,Buruk,-48702.08,N
TEL-004991,SUB1137,2025-06-25 00:00:00.000,Yogyakarta,DIY,Data,Package_84,13,658.47,0.05,8132.1,5660.24,Dealer,Cash,112,111,182730,2471.8600000000006,Bagus Sekali,-174597.9,N
TEL-004992,SUB2458,2025-08-07 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_79,5,447.41,0.95,67.0,56.04,Online,Ewallet,83,94,184845,10.96,Bagus Sekali,-184778.0,N
TEL-004993,SUB4764,2024-07-25 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_17,7,642.83,0.75,1124.95,892.01,Dealer,Transfer,66,17,50650,232.94000000000005,Buruk,-49525.05,N
TEL-004994,SUB1728,2025-01-19 00:00:00.000,Yogyakarta,DIY,Voice,Package_27,18,295.55,0.1,9406.3,12221.34,Dealer,Cash,45,17,127497,-2815.040000000001,Buruk,-118090.7,N
TEL-004995,SUB4169,2025-01-22 00:00:00.000,Yogyakarta,DIY,Combo,Package_25,17,308.51,0.75,1311.17,1228.53,Online,Ewallet,95,-2,149151,82.6400000000001,Buruk,-147839.83,N
TEL-004996,SUB2994,2025-01-06 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_73,8,230.7,0.0,1845.6,2339.51,Online,Ewallet,0,16,199004,-493.9100000000003,Buruk,-197158.4,N
TEL-004997,SUB3547,2025-11-21 00:00:00.000,Surabaya,Jawa Timur,Combo,Package_12,1,307.85,0.95,15.39,11.77,Dealer,Transfer,116,2,138303,3.620000000000001,Buruk,-138287.61,N
TEL-004998,SUB3173,2024-09-06 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_4,3,288.92,0.75,162.07,122.16,Retail,Cash,28,19,177549,39.91,Buruk,-177386.93,N
TEL-004999,SUB3533,2025-03-10 00:00:00.000,Surabaya,Jawa Timur,Data,Package_28,20,823.04,0.1,14814.72,16805.41,Online,Ewallet,61,20,163773,-1990.6900000000005,Buruk,-148958.28,N
TEL-005000,SUB2391,2024-09-23 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_98,8,826.37,0.15,5619.32,5382.59,Retail,Cash,12,-6,51494,236.72999999999956,Buruk,-45874.68,N
TEL-005001,SUB3079,2025-04-21 00:00:00.000,Yogyakarta,DIY,Combo,Package_8,13,947.02,0.2,9849.01,7132.87,Retail,Cash,106,12,131917,2716.1400000000003,Buruk,-122067.99,N
TEL-005002,SUB4708,2024-08-24 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_81,3,212.5,0.05,605.62,462.25,Online,Cash,73,117,81402,143.37,Bagus Sekali,-80796.38,N
TEL-005003,SUB1289,2025-01-19 00:00:00.000,Yogyakarta,DIY,Combo,Package_41,17,682.38,0.2,9280.37,11021.59,Dealer,Transfer,91,34,119498,-1741.2199999999993,Buruk,-110217.63,N
TEL-005004,SUB1168,2025-01-29 00:00:00.000,Yogyakarta,DIY,Combo,Package_84,7,51.03,0.5,178.61,189.94,Retail,Cash,14,67,59226,-11.329999999999984,Bagus,-59047.39,N
TEL-005005,SUB2125,2025-12-02 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_13,8,453.16,0.95,181.26,222.67,Retail,Cash,49,104,79751,-41.41,Bagus Sekali,-79569.74,N
TEL-005006,SUB2919,2024-07-14 00:00:00.000,Surabaya,Jawa Timur,Data,Package_29,6,947.47,0.0,5684.82,7037.08,Dealer,Ewallet,17,20,34350,-1352.2600000000002,Buruk,-28665.18,N
TEL-005007,SUB2901,2025-03-15 00:00:00.000,Yogyakarta,DIY,Combo,Package_44,15,711.72,0.2,8540.64,10013.67,Dealer,Cash,61,84,108327,-1473.0300000000007,Bagus Sekali,-99786.36,N
TEL-005008,SUB3705,2025-08-31 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_84,1,228.52,0.75,57.13,37.43,Retail,Ewallet,58,6,51834,19.700000000000003,Buruk,-51776.87,N
TEL-005009,SUB2608,2024-10-27 00:00:00.000,Yogyakarta,DIY,Data,Package_15,2,55.31,0.15,94.03,71.23,Online,Cash,0,22,20463,22.799999999999997,Buruk,-20368.97,N
TEL-005010,SUB4227,2024-06-29 00:00:00.000,Bandung,Jawa Barat,Combo,Package_19,1,689.96,0.95,34.5,29.2,Online,Ewallet,114,28,85916,5.300000000000001,Buruk,-85881.5,N
TEL-005011,Anon,2025-10-03 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_23,20,898.82,0.1,16178.76,12889.01,Online,Cash,110,22,61793,3289.75,Buruk,-45614.24,N
TEL-005012,SUB4339,2025-05-29 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_21,5,281.26,0.2,1125.04,1289.67,Online,Transfer,59,3,41731,-164.6300000000001,Buruk,-40605.96,N
TEL-004799,SUB1631,2025-11-02 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_34,4,504.79,0.75,504.79,372.94,Retail,Ewallet,80,67,88206,131.85000000000002,Bagus,-87701.21,N
TEL-005014,SUB3580,2024-06-15 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_77,15,311.68,0.0,4675.2,5144.33,Dealer,Transfer,120,50,112839,-469.1300000000001,Bagus,-108163.8,N
TEL-005015,SUB4633,2024-06-21 00:00:00.000,Bandung,Jawa Barat,Combo,Package_40,1711,623.69,0.15,907063.55,959423.38,Retail,Cash,71,46,183311,-52359.82999999996,Bagus,723752.55,Y
TEL-005016,SUB1791,2024-04-20 00:00:00.000,Surabaya,Jawa Timur,Combo,Package_13,15,200.72,0.05,2860.26,3551.79,Dealer,Transfer,44,42,67222,-691.5299999999997,Bagus,-64361.74,N
TEL-005017,SUB4169,2024-10-03 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_92,15,619.91,0.1,8368.78,8662.12,Dealer,Transfer,95,59,69295,-293.34000000000015,Bagus,-60926.22,N
TEL-005018,SUB1656,2023-10-16 00:00:00.000,Bandung,Jawa Barat,Combo,Package_25,11,39.7,0.1,393.03,221.46,Dealer,Cash,54,72,172495,171.56999999999996,Bagus,-172101.97,N
TEL-005019,SUB2598,2024-07-12 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_94,6,997.96,0.75,1496.94,1839.37,Retail,Transfer,43,58,88372,-342.42999999999984,Bagus,-86875.06,N
TEL-005020,SUB2967,2025-03-03 00:00:00.000,Yogyakarta,DIY,Combo,Package_27,6,546.53,0.0,3279.18,3858.64,Retail,Ewallet,15,72,24616,-579.46,Bagus,-21336.82,N
TEL-005021,SUB4091,2023-11-24 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_53,8,255.68,0.15,1738.62,956.29,Dealer,Ewallet,15,42,98990,782.3299999999999,Bagus,-97251.38,N
TEL-005022,SUB1136,2025-05-24 00:00:00.000,Yogyakarta,DIY,Combo,Package_25,3,136.92,0.75,102.69,98.42,Dealer,Cash,120,65,21742,4.269999999999996,Bagus,-21639.31,N
TEL-005023,SUB4368,2025-07-19 00:00:00.000,Surabaya,Jawa Timur,Combo,Package_36,19,272.54,0.95,258.91,306.35,Dealer,Transfer,89,44,189952,-47.44,Bagus,-189693.09,N
TEL-005024,SUB4875,2024-09-16 00:00:00.000,Surabaya,Jawa Timur,Voice,Package_15,7,144.74,0.5,506.59,535.13,Retail,Cash,114,54,180379,-28.54000000000002,Bagus,-179872.41,N
TEL-005025,SUB1245,2025-12-02 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_90,20,562.11,0.05,4493.21,4537.16,Dealer,Cash,107,8,178847,-43.94999999999982,Buruk,-174353.79,N
TEL-005026,SUB1746,2025-08-18 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_69,17,528.02,0.1,8078.71,6737.08,Dealer,Ewallet,56,16,130173,1341.63,Buruk,-122094.29,N
TEL-005027,SUB4120,2025-04-28 00:00:00.000,Surabaya,Jawa Timur,Data,Package_45,16,247.09,0.95,197.67,153.21,Online,Ewallet,20,31,75364,44.45999999999998,Buruk,-75166.33,N
TEL-005028,SUB1354,2025-11-09 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_88,19,199.76,0.5,1897.72,1635.53,Dealer,Ewallet,76,42,184337,262.19000000000005,Bagus,-182439.28,N
TEL-005029,SUB2879,2025-04-10 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_48,20,625.74,0.75,3128.7,2405.61,Dealer,Ewallet,23,-1,77260,723.0899999999997,Buruk,-74131.3,N
TEL-005030,SUB3353,2024-02-09 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_20,1211,425.12,0.5,257410.16,244295.06,Online,Cash,19,66,178749,13115.100000000006,Bagus,78661.16,Y
TEL-005031,SUB2078,2023-09-08 00:00:00.000,Yogyakarta,DIY,Data,Package_90,8,902.54,0.95,361.02,366.09,Dealer,Transfer,48,79,139536,-5.069999999999993,Bagus,-139174.98,N
TEL-005032,SUB2490,2025-11-18 00:00:00.000,Yogyakarta,DIY,Combo,Package_39,1,347.52,0.0,347.52,365.02,Dealer,Cash,78,42,140363,-17.5,Bagus,-140015.48,N
TEL-005033,SUB3375,2025-07-09 00:00:00.000,Yogyakarta,DIY,Combo,Package_76,12,253.2,0.95,151.92,101.05,Dealer,Ewallet,81,94,123861,50.86999999999999,Bagus Sekali,-123709.08,N
TEL-005034,SUB1379,2024-03-25 00:00:00.000,Yogyakarta,DIY,Data,Package_28,15,104.43,0.2,1253.16,1554.88,Retail,Cash,19,117,73264,-301.72,Bagus Sekali,-72010.84,N
TEL-005035,SUB3345,2024-02-25 00:00:00.000,Bandung,Jawa Barat,Combo,Package_14,14,812.01,0.1,10231.33,9965.88,Dealer,Transfer,95,11,146701,265.4500000000007,Buruk,-136469.67,N
TEL-005036,SUB2916,2024-06-03 00:00:00.000,Yogyakarta,DIY,Data,Package_39,7,473.31,0.05,3147.51,3006.34,Dealer,Cash,38,92,173069,141.17000000000007,Bagus Sekali,-169921.49,N
TEL-005037,SUB3202,2024-07-29 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_80,2,627.05,0.95,62.71,42.91,Online,Ewallet,112,-18,124110,19.800000000000004,Buruk,-124047.29,N
TEL-005038,SUB4917,2025-01-20 00:00:00.000,Yogyakarta,DIY,Data,Package_23,5,17.32,0.5,43.3,40.85,Dealer,Cash,35,-6,32764,2.4499999999999957,Buruk,-32720.7,N
TEL-005039,SUB3172,2025-02-11 00:00:00.000,Yogyakarta,DIY,Combo,Package_80,14,883.01,0.95,618.11,314.5,Dealer,Cash,80,15,138217,303.61,Buruk,-137598.89,N
TEL-005040,SUB2515,2025-08-22 00:00:00.000,Bandung,Jawa Barat,Combo,Package_62,6,712.01,0.0,4272.06,3894.48,Dealer,Transfer,114,66,88995,377.5800000000004,Bagus,-84722.94,N
TEL-005041,SUB2601,2024-11-25 00:00:00.000,Surabaya,Jawa Timur,Combo,Package_19,10,962.66,0.15,16577.17,8623.53,Online,Ewallet,60,-1,178741,7953.639999999998,Buruk,-162163.83000000002,N
TEL-005042,SUB3622,2024-09-30 00:00:00.000,Yogyakarta,DIY,Voice,Package_32,6,782.13,0.75,1173.19,740.42,Online,Cash,48,94,133999,432.7700000000001,Bagus Sekali,-132825.81,N
TEL-005043,SUB4003,2024-03-29 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_1,3,625.19,0.75,468.89,274.19,Dealer,Cash,109,77,22504,194.7,Bagus,-22035.11,N
TEL-005044,SUB1993,2024-03-15 00:00:00.000,Surabaya,Jawa Timur,Data,Package_54,9,97.18,0.75,218.66,178.41,Dealer,Transfer,86,69,55090,40.25,Bagus,-54871.34,N
TEL-005045,SUB1030,2025-05-28 00:00:00.000,Surabaya,Jawa Timur,Combo,Package_26,10,140.89,0.0,1408.9,1319.29,Retail,Ewallet,11,59,161639,89.61000000000013,Bagus,-160230.1,N
TEL-005046,SUB4695,2025-04-04 00:00:00.000,Yogyakarta,DIY,Combo,Package_91,1,25.69,0.95,1.28,1.42,Retail,Ewallet,91,9,171471,-0.1399999999999999,Buruk,-171469.72,N
TEL-005047,SUB4398,2023-10-03 00:00:00.000,Yogyakarta,DIY,Combo,Package_56,12,558.65,0.05,6368.61,5978.85,Retail,Cash,20,29,143018,389.7599999999993,Buruk,-136649.39,N
TEL-005048,SUB2795,2024-04-19 00:00:00.000,Yogyakarta,DIY,Data,Package_18,13,96.71,0.0,1257.23,1456.98,Online,Cash,65,66,77756,-199.75,Bagus,-76498.77,N
TEL-005049,SUB2085,2025-06-28 00:00:00.000,Surabaya,Jawa Timur,Combo,Package_82,11,345.91,0.95,190.25,122.67,Dealer,Cash,23,109,53286,67.58,Bagus Sekali,-53095.75,N
TEL-005050,SUB3659,2025-03-29 00:00:00.000,Yogyakarta,DIY,Combo,Package_23,11,551.23,0.95,303.18,232.46,Retail,Ewallet,110,29,45273,70.72,Buruk,-44969.82,N
TEL-005051,SUB4933,2025-12-17 00:00:00.000,Yogyakarta,DIY,Combo,Package_15,14,172.26,0.75,602.91,650.29,Retail,Ewallet,82,43,129478,-47.379999999999995,Bagus,-128875.09,N
TEL-005052,SUB4723,2024-08-23 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_30,1,544.69,0.75,136.17,129.63,Online,Cash,97,21,197607,6.539999999999992,Buruk,-197470.83,N
TEL-005053,SUB4765,2024-02-12 00:00:00.000,Bandung,Jawa Barat,Combo,Package_25,18,919.0,0.05,15714.9,9073.19,Dealer,Transfer,109,14,157073,6641.709999999999,Buruk,-141358.1,N
TEL-005054,SUB2138,2024-07-02 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_63,17,179.23,0.1,2742.22,3095.12,Dealer,Cash,46,42,20813,-352.9000000000001,Bagus,-18070.78,N
TEL-005055,SUB2783,2024-12-14 00:00:00.000,Bandung,Jawa Barat,Data,Package_7,19,225.69,0.05,4073.7,2952.0,Dealer,Cash,0,68,114139,1121.6999999999998,Bagus,-110065.3,N
TEL-005056,SUB3909,2024-01-17 00:00:00.000,Surabaya,Jawa Timur,Data,Package_60,7,94.32,0.1,594.22,362.49,Online,Transfer,78,101,43152,231.73000000000002,Bagus Sekali,-42557.78,N
TEL-005057,SUB1618,2024-03-02 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_79,14,147.35,0.75,515.73,432.57,Online,Cash,120,46,142418,83.16000000000003,Bagus,-141902.27,N
TEL-005058,Anon,2025-07-25 00:00:00.000,Yogyakarta,DIY,Voice,Package_9,9,762.2,0.1,6173.82,4033.91,Dealer,Transfer,9,67,54717,2139.91,Bagus,-48543.18,N
TEL-005059,SUB3515,2025-10-21 00:00:00.000,Yogyakarta,DIY,Combo,Package_93,16,330.29,0.2,4227.71,4532.01,Dealer,Cash,83,50,175007,-304.3000000000002,Bagus,-170779.29,N
TEL-005060,SUB1657,2023-12-24 00:00:00.000,Yogyakarta,DIY,Data,Package_69,18,221.1,0.05,3780.81,4022.34,Dealer,Transfer,62,73,61779,-241.5300000000002,Bagus,-57998.19,N
TEL-005061,SUB2976,2025-07-26 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_44,12,54.81,0.75,164.43,143.94,Online,Ewallet,70,-18,134160,20.49000000000001,Buruk,-133995.57,N
TEL-005062,SUB2458,2025-04-01 00:00:00.000,Yogyakarta,DIY,Data,Package_100,19,714.55,0.1,12218.8,13349.15,Dealer,Ewallet,57,83,65408,-1130.3500000000004,Bagus Sekali,-53189.2,N
TEL-005063,SUB4590,2025-08-10 00:00:00.000,Surabaya,Jawa Timur,Combo,Package_2,5,584.39,0.75,730.49,925.77,Online,Ewallet,55,99,63852,-195.27999999999997,Bagus Sekali,-63121.51,N
TEL-005064,SUB4046,2024-04-29 00:00:00.000,Bandung,Jawa Barat,Data,Package_53,5,842.61,0.05,1955.83,2283.54,Dealer,Transfer,10,-6,34243,-327.71000000000004,Buruk,-32287.17,N
TEL-005065,SUB2186,2025-11-22 00:00:00.000,Surabaya,Jawa Timur,Data,Package_4,13,491.03,0.0,6383.39,5948.76,Online,Cash,19,1,67868,434.6300000000001,Buruk,-61484.61,N
TEL-005066,SUB4219,2025-11-29 00:00:00.000,Yogyakarta,DIY,Combo,Package_43,14,469.15,0.1,5911.29,3692.96,Dealer,Ewallet,50,84,31458,2218.33,Bagus Sekali,-25546.71,N
TEL-005067,SUB4969,2024-05-28 00:00:00.000,Surabaya,Jawa Timur,Data,Package_23,5,800.18,0.5,2000.45,1548.58,Online,Ewallet,104,-14,108774,451.8700000000001,Buruk,-106773.55,N
TEL-005068,SUB1625,2024-06-14 00:00:00.000,Surabaya,Jawa Timur,Voice,Package_61,18,671.34,0.75,3021.03,3235.5,Online,Transfer,66,105,81689,-214.4699999999998,Bagus Sekali,-78667.97,N
TEL-005069,SUB2174,2024-03-18 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_30,8,359.09,0.95,143.64,141.46,Online,Cash,18,114,190828,2.1799999999999784,Bagus Sekali,-190684.36,N
TEL-005070,SUB3261,2024-05-11 00:00:00.000,Surabaya,Jawa Timur,Combo,Package_66,15,125.76,0.2,1509.12,1081.51,Dealer,Ewallet,40,-18,160240,427.6099999999999,Buruk,-158730.88,N
TEL-005071,SUB1655,2024-01-04 00:00:00.000,Surabaya,Jawa Timur,Combo,Package_38,20,421.43,0.15,7164.31,9139.29,Dealer,Cash,41,78,197653,-1974.9800000000005,Bagus,-190488.69,N
TEL-005072,SUB1052,2024-08-14 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_62,9,704.43,0.1,5705.88,3167.31,Online,Cash,2,4,81861,2538.57,Buruk,-76155.12,N
TEL-005073,SUB1488,2025-06-09 00:00:00.000,Bandung,Jawa Barat,Voice,Package_11,4,657.19,0.1,2365.88,2476.63,Retail,Cash,9,82,138573,-110.75,Bagus Sekali,-136207.12,N
TEL-005074,SUB1521,2023-10-26 00:00:00.000,Surabaya,Jawa Timur,Voice,Package_43,13,112.02,0.0,1456.26,1682.26,Dealer,Transfer,88,-15,174402,-226.0,Buruk,-172945.74,N
TEL-005075,SUB3534,2025-12-16 00:00:00.000,Yogyakarta,DIY,Combo,Package_55,5,617.88,0.2,2471.52,1793.76,Online,Ewallet,112,1,142977,677.76,Buruk,-140505.48,N
TEL-005076,SUB2920,2025-05-18 00:00:00.000,Yogyakarta,DIY,Data,Package_16,19,824.81,0.95,1095.69,789.35,Dealer,Transfer,79,-14,58310,306.34000000000003,Buruk,-57214.31,N
TEL-005077,SUB4853,2025-07-10 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_72,19,79.42,0.5,754.49,939.8,Dealer,Cash,31,60,151043,-185.30999999999995,Bagus,-150288.51,N
TEL-005078,SUB4398,2025-02-16 00:00:00.000,Surabaya,Jawa Timur,Voice,Package_92,9,58.49,0.75,131.6,103.97,Dealer,Transfer,37,36,171278,27.629999999999995,Buruk,-171146.4,N
TEL-005079,SUB1760,2024-12-29 00:00:00.000,Jakarta,DKI Jakarta,Data,Package_97,13,703.25,0.05,8685.14,7237.97,Online,Cash,113,55,30408,1447.1699999999992,Bagus,-21722.86,N
TEL-005080,SUB3931,2025-03-29 00:00:00.000,Surabaya,Jawa Timur,Data,Package_82,16,877.39,0.5,7019.12,6760.93,Online,Cash,10,82,194491,258.1899999999996,Bagus Sekali,-187471.88,N
TEL-005081,SUB2247,2024-01-07 00:00:00.000,Surabaya,Jawa Timur,Voice,Package_23,20,367.34,0.0,16699.47,19499.19,Retail,Ewallet,60,54,90518,-2799.7199999999975,Bagus,-73818.53,N
TEL-005082,SUB1817,2025-08-16 00:00:00.000,Yogyakarta,DIY,Data,Package_73,15,52.99,0.2,635.88,665.06,Dealer,Ewallet,41,46,32132,-29.17999999999995,Bagus,-31496.12,N
TEL-005083,SUB1674,2025-11-13 00:00:00.000,Yogyakarta,DIY,Voice,Package_35,1,640.15,0.95,32.01,24.76,Online,Transfer,110,20,143646,7.2499999999999964,Buruk,-143613.99,N
TEL-005084,SUB2343,2023-12-03 00:00:00.000,Jakarta,DKI Jakarta,Combo,Package_48,16,829.93,0.5,6639.44,5787.42,Retail,Transfer,67,70,91681,852.0199999999995,Bagus,-85041.56,N
TEL-005085,SUB1598,2025-06-15 00:00:00.000,Bandung,Jawa Barat,Combo,Package_45,5,159.7,0.5,399.25,449.16,Dealer,Cash,92,8,93803,-49.910000000000025,Buruk,-93403.75,N
TEL-005086,SUB3512,2025-01-26 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_42,1,792.78,0.5,396.39,274.92,Online,Ewallet,12,63,117466,121.46999999999997,Bagus,-117069.61,N
TEL-005087,SUB2843,2025-09-10 00:00:00.000,Jakarta,DKI Jakarta,Voice,Package_56,20,432.56,0.2,6920.96,8082.5,Online,Ewallet,113,49,64192,-1161.54,Bagus,-57271.04,N
TEL-005088,SUB2055,2024-03-17 00:00:00.000,Surabaya,Jawa Timur,Voice,Package_36,15,342.72,0.95,257.04,283.33,Dealer,Ewallet,96,-11,186590,-26.289999999999964,Buruk,-186332.96,N
TEL-005089,SUB1628,2025-11-15 00:00:00.000,Bandung,Jawa Barat,Voice,Package_63,5,237.76,0.0,1188.8,964.72,Retail,Transfer,63,-7,124037,224.07999999999993,Buruk,-122848.2,N
TEL-005090,SUB2161,2025-04-14 00:00:00.000,Yogyakarta,DIY,Combo,Package_81,17,536.34,0.75,1353.07,999.0,Dealer,Cash,1,101,149151,354.06999999999994,Bagus Sekali,-147797.93,N
TEL-005091,SUB1033,2025-07-11 00:00:00.000,Surabaya,Jawa Timur,Voice,Package_91,10,742.4,0.15,6310.4,3368.47,Dealer,Cash,19,10,76921,2941.93,Buruk,-70610.6,N
